Area Code,Area Code (M49),Area,Months Code,Months,Element Code,Element,Unit,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
219,'776,Tonga,7006,June,7271,Temperature change,°c,0.744,-0.568,0.327,0.433,-0.691,-0.423,-1.143,1.041,-0.137,0.812,0.534,-0.204,0.394,0.094,-0.027,-0.53,-0.098,0.169,0.509,-0.725,0.309,0.321,0.211,0.709,-0.756,0.085,-0.912,0.551,0.631,0.529,-0.101,0.855,-0.109,-0.847,0.669,0.559,-0.676,-0.233,-0.153,0.518,0.134,0.639,-0.323,0.769,-0.142,0.772,1.185,0.498,0.191,1.095,1.26,0.817,1.19,0.492,0.468,1.07,1.03,1.258,1.68,1.169,1.111,0.969
219,'776,Tonga,7006,June,6078,Standard Deviation,°c,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526,0.526
219,'776,Tonga,7007,July,7271,Temperature change,°c,0.704,-0.439,0.796,-0.109,-0.303,-0.18,-0.701,0.839,-1.223,0.782,0.127,-0.388,0.248,0.242,0.44,-0.412,0.2,0.225,-0.333,-0.184,-0.182,0.12,0.103,0.39,0.333,-0.619,-0.934,0.666,0.322,0.075,0.8,0.507,-0.657,0.033,0.786,0.656,-0.468,-0.341,0.496,0.16,0.42,0.396,0.612,0.306,0.222,0.359,1.346,-0.025,0.726,1.147,1.396,0.629,0.421,0.089,0.707,0.797,1.108,1.055,1.793,1.276,1.747,1.276
219,'776,Tonga,7007,July,6078,Standard Deviation,°c,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58
219,'776,Tonga,7008,August,7271,Temperature change,°c,0.365,-0.034,-0.452,0.878,-0.875,-0.82,0.444,-0.24,-0.668,0.126,0.73,0.081,0.47,-0.113,0.106,-0.129,0.172,0.35,-0.308,-0.167,0.53,-0.554,-0.214,0.365,0.792,-0.547,-0.233,0.825,0.087,1.153,0.784,0.052,-0.219,0.346,0.441,0.501,-0.363,-0.214,0.575,0.683,0.676,0.333,-0.403,1.031,-0.074,0.765,1.315,0.678,0.055,1.24,0.571,1.071,1.147,0.365,0.428,1.175,1.151,0.963,2.206,2.227,1.058,0.621
219,'776,Tonga,7008,August,6078,Standard Deviation,°c,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487,0.487
219,'776,Tonga,7009,September,7271,Temperature change,°c,1.107,-0.449,-0.965,0.384,-1.253,-0.831,0.653,-0.652,-0.037,0.256,0.36,-0.049,0.258,0.282,0.511,-0.523,-0.549,-0.123,0.602,0.753,-0.791,-0.692,0.135,0.108,-0.139,-0.356,-0.717,0.706,0.942,0.395,-0.53,0.622,-1.066,-0.911,0.566,0.266,0.186,0.051,-0.096,0.862,0.336,0.636,0.578,0.185,0.651,0.709,1.166,0.313,0.097,1.177,0.779,0.82,0.424,1.063,0.818,0.823,1.079,1.712,1.694,1.173,1.806,0.656
219,'776,Tonga,7009,September,6078,Standard Deviation,°c,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617,0.617
219,'776,Tonga,7010,October,7271,Temperature change,°c,-0.965,0.442,-1.236,0.384,-1.322,-0.816,-0.311,-0.214,-0.358,0.579,0.463,-0.262,0.294,0.364,0.683,0.526,-0.155,0.387,0.578,0.871,-0.341,-0.217,-0.098,-0.749,0.384,0.26,0.024,0.736,1.042,0.329,0.207,0.448,-0.908,0.068,0.323,-0.147,0.551,-0.219,0.24,0.499,0.423,0.593,0.053,0.542,0.68,0.03,0.836,0.739,0.397,0.932,0.856,1.008,0.488,1.077,0.372,1.48,0.989,1.083,1.842,1.124,1.505,0.533
219,'776,Tonga,7010,October,6078,Standard Deviation,°c,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626,0.626
219,'776,Tonga,7011,November,7271,Temperature change,°c,-0.237,-0.17,-0.19,0.477,-1.14,-0.973,-0.015,-0.284,-0.423,0.447,0.75,0.084,0.326,0.976,-0.019,-0.123,0.026,-0.282,-0.079,0.459,0.613,0.017,0.552,-0.131,0.629,0.192,0.771,0.005,0.753,1.199,0.714,-0.082,0.959,0.864,0.644,0.284,0.652,0.994,-0.324,0.439,0.827,1.354,0.759,0.436,1.224,0.85,0.812,0.853,-0.124,0.529,-0.12,1.089,0.949,0.842,0.689,1.354,0.985,1.154,1.254,1.371,1.444,0.854
219,'776,Tonga,7011,November,6078,Standard Deviation,°c,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496
219,'776,Tonga,7012,December,7271,Temperature change,°c,-0.431,-0.359,-0.027,-0.533,-0.253,-0.52,0.169,0.372,-0.534,0.14,-0.052,0.604,0.578,-0.044,0.148,-0.649,0.814,0.478,-0.084,-0.231,1.281,-0.396,0.622,0.546,0.606,1.022,0.805,-0.069,-0.457,0.261,0.435,0.948,1.24,0.346,0.522,0.462,0.635,0.84,-0.357,0.853,1.064,0.782,0.116,1.169,0.952,0.442,0.065,0.75,-0.281,0.54,0.669,0.711,0.804,0.788,1.223,1.218,0.732,1.342,1.709,1.09,0.942,1.142
219,'776,Tonga,7012,December,6078,Standard Deviation,°c,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435,0.435
219,'776,Tonga,7016,Dec–Jan–Feb,7271,Temperature change,°c,0.487,-0.307,-0.313,0.093,-0.304,-0.314,-0.31,0.2,0.217,0.133,-0.218,-0.061,0.68,0.154,-0.108,-0.011,0.186,0.695,0.524,0.312,0.345,0.73,0.046,0.617,0.457,0.465,0.958,0.994,0.046,0.108,0.379,0.262,0.476,0.859,0.316,0.271,0.544,0.376,0.137,-0.006,0.712,1.109,0.664,0.363,1.335,0.294,0.613,-0.021,0.317,0.344,-0.155,0.2,0.747,0.77,1.082,1.637,0.983,0.782,1.292,1.234,0.667,0.654
219,'776,Tonga,7016,Dec–Jan–Feb,6078,Standard Deviation,°c,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326,0.326
219,'776,Tonga,7017,Mar–Apr–May,7271,Temperature change,°c,0.273,-0.019,-0.248,0.047,-0.259,0.015,-0.171,-0.336,-0.08,0.503,0.038,0.354,0.459,-0.337,-0.116,-0.235,0.162,-0.051,0.237,0.306,0.355,0.555,0.293,0.657,0.29,0.19,-0.095,1.272,0.644,0.34,0.559,0.01,0.195,0.496,0.424,0.15,0.176,0.417,0.093,0.039,0.604,0.694,0.73,1.076,0.887,0.742,0.452,0.172,0.661,1.09,0.98,0.672,0.942,0.772,0.794,1.264,1.21,0.894,1.612,1.577,1.202,1.094
219,'776,Tonga,7017,Mar–Apr–May,6078,Standard Deviation,°c,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277
219,'776,Tonga,7018,Jun–Jul–Aug,7271,Temperature change,°c,0.604,-0.347,0.224,0.401,-0.623,-0.474,-0.467,0.547,-0.676,0.573,0.464,-0.17,0.371,0.074,0.173,-0.357,0.091,0.248,-0.044,-0.359,0.219,-0.038,0.033,0.488,0.123,-0.36,-0.693,0.681,0.347,0.586,0.494,0.471,-0.328,-0.156,0.632,0.572,-0.502,-0.263,0.306,0.454,0.41,0.456,-0.038,0.702,0.002,0.632,1.282,0.384,0.324,1.161,1.076,0.839,0.919,0.315,0.534,1.014,1.096,1.092,1.893,1.557,1.305,0.955
219,'776,Tonga,7018,Jun–Jul–Aug,6078,Standard Deviation,°c,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405,0.405
219,'776,Tonga,7019,Sep–Oct–Nov,7271,Temperature change,°c,-0.032,-0.059,-0.797,0.415,-1.238,-0.873,0.109,-0.383,-0.273,0.427,0.524,-0.076,0.293,0.541,0.392,-0.04,-0.226,-0.006,0.367,0.694,-0.173,-0.297,0.196,-0.257,0.291,0.032,0.026,0.482,0.912,0.641,0.13,0.329,-0.338,0.007,0.511,0.134,0.463,0.275,-0.06,0.6,0.529,0.861,0.463,0.388,0.852,0.53,0.938,0.635,0.123,0.879,0.505,0.972,0.62,0.994,0.626,1.219,1.018,1.316,1.597,1.223,1.585,0.681
219,'776,Tonga,7019,Sep–Oct–Nov,6078,Standard Deviation,°c,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471,0.471
219,'776,Tonga,7020,Meteorological year,7271,Temperature change,°c,0.333,-0.183,-0.283,0.239,-0.606,-0.411,-0.21,0.007,-0.203,0.409,0.202,0.012,0.451,0.108,0.085,-0.161,0.053,0.221,0.271,0.238,0.186,0.238,0.142,0.376,0.29,0.082,0.049,0.857,0.487,0.419,0.39,0.268,0.001,0.301,0.471,0.282,0.17,0.201,0.119,0.272,0.564,0.78,0.455,0.632,0.769,0.55,0.821,0.292,0.356,0.869,0.602,0.671,0.807,0.713,0.759,1.284,1.077,1.021,1.599,1.398,1.19,0.846
219,'776,Tonga,7020,Meteorological year,6078,Standard Deviation,°c,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265,0.265
227,'798,Tuvalu,7001,January,7271,Temperature change,°c,0.103,0.327,-0.135,0.311,-0.535,-0.161,0.114,0.189,0.363,0.087,-0.277,-0.34,0.58,-0.309,-0.602,-0.717,0.004,0.197,-0.159,0.478,0.614,0.112,-0.534,0.356,-0.307,0.445,0.056,0.246,-0.417,-0.014,0.595,-0.367,0.366,-0.217,0.066,0.583,0.373,,0.07,-0.034,1.093,0.703,0.446,0.466,0.929,0.623,0.766,0.097,0.323,0.853,-0.117,-0.077,0.243,0.363,0.533,1.483,1.013,1.133,1.193,0.903,1.003,0.423
227,'798,Tuvalu,7001,January,6078,Standard Deviation,°c,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318,0.318
227,'798,Tuvalu,7002,February,7271,Temperature change,°c,-0.016,0.283,-0.28,0.095,-0.306,0.068,-0.217,-0.154,-0.089,0.517,-0.279,-0.222,0.484,-0.283,0.317,-0.58,0.038,-0.327,0.125,0.226,-0.185,-0.257,0.001,0.374,0.35,0.445,-0.011,0.206,-0.25,-0.125,0.545,0.193,-0.007,,0.5,0.352,0.12,0.07,-0.04,0.493,,0.91,0.612,0.393,0.315,-0.03,0.777,0.14,0.493,0.05,0.12,0.69,0.39,0.23,0.6,1.02,1.12,0.3,0.37,0.5,-0.14,0.72
227,'798,Tuvalu,7002,February,6078,Standard Deviation,°c,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,,0.301,0.301,0.301,0.301,0.301,0.301,,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301,0.301
227,'798,Tuvalu,7003,March,7271,Temperature change,°c,-0.665,0.209,0.121,0.534,-0.392,0.008,-0.384,-0.029,0.212,-0.088,-0.127,-0.334,0.509,0.522,,-0.752,-0.28,-0.148,0.266,-0.275,0.193,-0.137,-0.318,0.214,-0.455,0.534,-0.074,0.581,-0.306,-0.122,0.521,-0.29,-0.312,,0.598,0.04,-0.572,0.348,-0.072,-0.134,0.738,0.409,0.769,0.366,0.966,0.259,0.808,0.268,0.588,0.518,0.548,0.418,0.208,0.438,0.788,0.948,0.938,1.108,1.298,1.718,0.778,0.368
227,'798,Tuvalu,7003,March,6078,Standard Deviation,°c,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
227,'798,Tuvalu,7004,April,7271,Temperature change,°c,-0.089,0.124,-0.265,0.235,-0.364,0.086,-0.689,-0.314,-0.06,0.09,-0.051,-0.107,0.631,0.104,,-0.151,-0.03,-0.178,0.148,0.481,-0.164,0.288,-0.137,0.282,0.348,-0.027,0.248,-0.067,-0.195,0.005,0.388,0.186,-0.327,,0.387,0.143,0.602,0.499,0.339,0.238,0.959,1.099,0.528,0.138,0.649,0.893,0.694,0.231,0.039,1.229,1.289,0.399,0.979,1.099,0.569,0.899,0.289,1.089,1.069,1.669,0.309,1.059
227,'798,Tuvalu,7004,April,6078,Standard Deviation,°c,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304,0.304
227,'798,Tuvalu,7005,May,7271,Temperature change,°c,-0.212,0.249,0.073,-0.127,-0.125,0.112,-0.4,-0.512,-0.035,0.216,-0.412,0.22,0.445,-0.112,,-0.047,-0.327,0.05,0.296,0.349,0.185,0.428,-0.038,-0.09,-0.192,0.009,-0.222,0.146,-0.163,0.39,0.643,0.042,-0.032,,0.042,0.292,0.302,0.472,0.322,0.612,0.682,0.902,0.708,1.112,0.732,0.873,0.737,0.558,0.512,1.409,1.312,0.402,0.922,0.562,0.972,0.732,0.992,0.932,0.632,1.612,1.202,0.522
227,'798,Tuvalu,7005,May,6078,Standard Deviation,°c,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275,0.275
227,'798,Tuvalu,7006,June,7271,Temperature change,°c,0.052,0.002,-0.336,-0.198,-0.126,-0.161,-0.248,-0.524,0.29,0.191,-0.174,0.546,0.112,0.24,,0.109,-0.388,0.018,0.454,0.456,0.081,0.522,0.068,-0.116,0.323,0.418,-0.271,0.039,0.024,0.206,0.729,0.237,0.314,,0.744,0.613,0.128,0.384,0.303,0.424,0.409,0.509,0.118,0.684,1.194,0.408,0.892,0.434,1.204,1.094,1.264,0.904,1.204,1.124,1.004,,1.294,1.114,1.344,1.254,0.764,0.974
227,'798,Tuvalu,7006,June,6078,Standard Deviation,°c,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,0.278,,0.278,0.278,0.278,0.278,0.278,0.278
227,'798,Tuvalu,7007,July,7271,Temperature change,°c,0.019,0.281,-0.007,-0.284,0.093,0.143,-0.006,-0.332,0.17,0.225,-0.383,0.313,0.435,0.185,,0.292,-0.225,0.389,0.299,0.408,-0.257,0.295,-0.132,0.036,0.25,0.067,-0.429,-0.19,-0.015,0.345,0.781,0.278,-0.251,,0.499,0.589,0.748,-0.123,0.842,0.859,0.748,1.039,0.707,0.648,0.651,1.159,0.969,1.259,1.379,1.529,1.299,0.769,1.059,0.709,0.649,0.329,1.479,1.119,1.579,1.259,1.099,0.989
227,'798,Tuvalu,7007,July,6078,Standard Deviation,°c,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262,0.262
227,'798,Tuvalu,7008,August,7271,Temperature change,°c,0.167,-0.137,-0.07,-0.095,-0.427,-0.244,-0.287,-0.158,0.091,0.201,-0.124,0.375,0.615,0.285,,-0.023,0.203,-0.197,0.498,0.121,0.178,-0.027,-0.305,0.074,0.695,0.233,-0.143,0.035,0.022,0.132,0.47,0.61,0.104,,0.834,0.65,0.571,-0.014,0.83,0.744,0.671,0.671,0.46,1.334,1.071,0.513,0.484,-0.01,0.659,1.394,0.744,0.764,1.004,0.424,0.914,0.914,1.044,0.754,1.214,1.074,0.514,0.654
227,'798,Tuvalu,7008,August,6078,Standard Deviation,°c,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
227,'798,Tuvalu,7009,September,7271,Temperature change,°c,-0.26,0.202,0.101,-0.248,-0.343,0.103,-0.524,-0.48,0.22,-0.226,-0.503,0.221,0.613,0.408,,0.266,0.134,-0.05,0.427,0.284,0.162,-0.305,0.153,-0.086,0.479,0.839,-0.236,0.136,-0.351,0.44,0.586,0.602,-0.012,,0.398,0.228,,0.088,0.169,0.541,0.928,0.828,0.141,0.418,0.966,1.198,0.668,,0.888,0.178,0.868,0.938,0.458,0.688,0.988,1.118,1.168,0.848,0.818,1.058,1.108,0.648
227,'798,Tuvalu,7009,September,6078,Standard Deviation,°c,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,,0.312,0.312,,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312,0.312
227,'798,Tuvalu,7010,October,7271,Temperature change,°c,-0.045,-0.371,0.342,-0.433,-0.136,-0.058,-0.133,-0.301,0.35,-0.365,-0.601,0.101,0.275,-0.049,,0.543,0.362,0.25,0.19,0.678,0.335,-0.369,0.152,-0.019,0.436,0.664,0.204,-0.441,0.133,0.624,0.412,0.467,-0.573,,0.023,0.337,0.408,-0.397,0.857,0.757,0.603,0.657,0.203,1.097,0.799,1.014,0.534,0.261,0.361,0.477,0.887,0.867,0.637,0.677,0.887,1.207,0.847,1.357,1.217,1.097,0.377,0.627
227,'798,Tuvalu,7010,October,6078,Standard Deviation,°c,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298,0.298
227,'798,Tuvalu,7011,November,7271,Temperature change,°c,-0.296,-0.209,-0.035,-0.222,-0.348,-0.072,-0.333,-0.352,0.648,-0.416,-0.603,0.158,-0.192,0.304,,0.787,0.221,0.236,0.293,0.126,0.038,0.289,-0.022,0.15,0.566,0.751,0.586,0.023,0.113,0.465,0.45,0.438,0.591,,0.417,0.511,1.071,0.232,0.811,1.081,0.821,0.948,0.891,0.848,0.774,0.415,0.736,0.661,1.148,1.211,0.191,0.771,0.301,0.991,0.671,0.831,1.111,1.131,1.221,1.261,0.861,0.821
227,'798,Tuvalu,7011,November,6078,Standard Deviation,°c,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335,0.335
227,'798,Tuvalu,7012,December,7271,Temperature change,°c,0.052,0.103,0.089,-0.948,0.039,0.087,-0.254,0.07,0.27,-0.744,-0.466,0.434,-0.432,0.197,,-0.273,0.637,0.189,0.186,0.636,-0.412,0.359,-0.045,-0.244,0.749,0.347,0.358,-0.064,0.317,0.374,0.386,0.233,,,0.027,0.437,0.475,0.277,0.427,0.626,0.847,1.007,0.126,0.729,0.687,1.029,0.347,0.387,1.126,1.257,0.497,0.787,0.447,0.997,0.947,0.857,0.807,0.977,0.937,0.397,0.147,0.437
227,'798,Tuvalu,7012,December,6078,Standard Deviation,°c,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,,,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381,0.381
